종목코드,종목명,시장,2025/12(E)_ROE(%)
356860,티엘비,KOSDAQ,11.83
950140,잉글우드랩,KOSDAQ,11.81
192400,쿠쿠홀딩스,KOSPI,11.81
000500,가온전선,KOSPI,11.79
010690,화신,KOSPI,11.76
017810,풀무원,KOSPI,11.74
226400,오스테오닉,KOSDAQ,11.72
034220,LG디스플레이,KOSPI,11.64
232140,와이씨,KOSDAQ,11.59
376300,디어유,KOSDAQ,11.55
214420,토니모리,KOSPI,11.54
010620,HD현대미포,KOSPI,11.42
425040,티이엠씨,KOSDAQ,11.41
122450,KX,KOSDAQ,11.28
025540,한국단자,KOSPI,11.26
241590,화승엔터프라이즈,KOSPI,11.22
122870,와이지엔터테인먼트,KOSDAQ,11.21
041830,인바디,KOSDAQ,11.19
000080,하이트진로,KOSPI,11.11
111770,영원무역,KOSPI,11.11
018670,SK가스,KOSPI,11.04
336680,탑런토탈솔루션,KOSDAQ,11.02
036800,나이스정보통신,KOSDAQ,11.01
389260,대명에너지,KOSDAQ,10.95
131290,티에스이,KOSDAQ,10.94
043150,바텍,KOSDAQ,10.89
217190,제너셈,KOSDAQ,10.84
081660,미스토홀딩스,KOSPI,10.83
086450,동국제약,KOSDAQ,10.79
012750,에스원,KOSPI,10.78
092460,한라IMS,KOSDAQ,10.72
296640,이노룰스,KOSDAQ,10.68
030200,KT,KOSPI,10.59
307950,현대오토에버,KOSPI,10.57
144960,뉴파워프라즈마,KOSDAQ,10.54
012630,HDC,KOSPI,10.53
199820,제일일렉트릭,KOSDAQ,10.49
138490,코오롱ENP,KOSPI,10.45
178320,서진시스템,KOSDAQ,10.4
103140,풍산,KOSPI,10.29
383800,LX홀딩스,KOSPI,10.25
148150,세경하이테크,KOSDAQ,10.25
005610,SPC삼립,KOSPI,10.24
004800,효성,KOSPI,10.2
056190,에스에프에이,KOSDAQ,10.15
267250,HD현대,KOSPI,10.13
282880,코윈테크,KOSDAQ,10.12
036930,주성엔지니어링,KOSDAQ,10.1
036530,SNT홀딩스,KOSPI,10.08
003570,SNT다이내믹스,KOSPI,10.06
025320,시노펙스,KOSDAQ,10.01
104830,원익머트리얼즈,KOSDAQ,10.0
