종목코드,종목명,시장,ROE(%),예상ROE(%),현재가,적정주가(S-RIM),보수적주가(S-RIM),예상적정주가(S-RIM),예상보수적주가(S-RIM),정렬기준(%)
119850,지엔씨에너지,KOSDAQ,21.15,0.0,38000,27740,20120,0,0,-27.0
272290,이녹스첨단소재,KOSDAQ,13.55,12.76,37500,27190,23780,25600,23050,-27.49
009240,한샘,KOSPI,12.33,13.38,39700,28530,26120,30960,27240,-28.14
098070,한텍,KOSDAQ,22.45,0.0,43850,31490,22360,0,0,-28.19
012750,에스원,KOSPI,10.45,10.63,72900,52150,52040,53040,52450,-28.46
064400,LG씨엔에스,KOSPI,17.35,16.19,71000,50450,39530,47080,37990,-28.94
009540,HD한국조선해양,KOSPI,17.78,23.99,452000,320900,248940,432980,300390,-29.0
036570,NC,KOSPI,10.79,11.48,255500,179100,175690,190560,180950,-29.9
257720,실리콘투,KOSDAQ,46.89,29.64,45050,31480,18230,19900,12910,-30.12
402340,SK스퀘어,KOSPI,37.82,43.55,1098000,761750,463100,877160,516070,-30.62
001360,삼성제약,KOSPI,10.18,0.0,1825,1260,1270,0,0,-30.96
271560,오리온,KOSPI,10.51,12.21,141200,97280,96780,113010,104000,-31.1
036620,감성코퍼레이션,KOSDAQ,28.75,0.0,6060,4120,2700,0,0,-32.01
251970,펌텍코리아,KOSDAQ,12.3,0.0,41800,28070,25730,0,0,-32.85
484590,삼양컴텍,KOSDAQ,21.6,0.0,11740,7880,5670,0,0,-32.88
110990,디아이티,KOSDAQ,13.5,0.0,24650,16510,14460,0,0,-33.02
078150,HB테크놀러지,KOSDAQ,10.48,0.0,4830,3230,3220,0,0,-33.13
042000,카페24,KOSDAQ,16.23,0.0,25850,17200,13860,0,0,-33.46
102710,이엔에프테크놀로지,KOSDAQ,12.29,18.65,55900,36980,33920,56120,42710,-33.85
479960,위너스일렉,KOSDAQ,14.15,0.0,12260,8080,6920,0,0,-34.09
114090,GKL,KOSPI,11.01,10.99,11470,7550,7330,7540,7320,-34.18
061090,세나테크놀로지,KOSDAQ,11.04,6.36,51900,34160,33110,19680,26460,-34.18
002840,미원상사,KOSPI,10.66,0.0,144600,94860,93660,0,0,-34.4
060250,NHN KCP,KOSDAQ,16.35,17.03,18750,12270,9860,12780,10090,-34.56
023450,동남합성,KOSPI,12.91,0.0,30950,20180,18070,0,0,-34.8
443250,레뷰코퍼레이션,KOSDAQ,11.37,0.0,7440,4830,4610,0,0,-35.08
084440,유비온,KOSDAQ,19.36,0.0,1170,750,560,0,0,-35.9
114810,한솔아이원스,KOSDAQ,14.49,19.83,16740,10700,9070,14650,10880,-36.08
092130,이크레더블,KOSDAQ,28.08,0.0,14970,9560,6310,0,0,-36.14
086450,동국제약,KOSDAQ,10.42,12.64,23100,14730,14720,17860,16160,-36.23
045390,대아티아이,KOSDAQ,14.2,0.0,4780,2990,2560,0,0,-37.45
033780,KT&G,KOSPI,11.77,13.21,181000,112880,105830,126690,112170,-37.64
023160,태광,KOSDAQ,10.73,9.64,40100,24890,24490,22360,23330,-37.93
259960,크래프톤,KOSPI,10.6,14.08,273000,168600,166970,223960,192380,-38.24
041830,인바디,KOSDAQ,10.37,14.21,38500,23730,23780,32520,27810,-38.36
014970,삼륭물산,KOSDAQ,11.04,0.0,6710,4100,3970,0,0,-38.9
226400,오스테오닉,KOSDAQ,11.83,0.0,6270,3820,3580,0,0,-39.07
071970,HD현대마린엔진,KOSPI,41.36,22.89,94800,57260,34080,31690,22340,-39.6
094820,일진파워,KOSDAQ,13.41,0.0,20700,12390,10890,0,0,-40.14
187870,디바이스,KOSDAQ,11.11,0.0,21550,12760,12320,0,0,-40.79
251120,바이오에프디엔씨,KOSDAQ,10.03,0.0,13450,7890,8050,0,0,-41.34
098120,마이크로컨텍솔,KOSDAQ,23.08,0.0,37200,21680,15240,0,0,-41.72
161890,한국콜마,KOSPI,14.69,16.33,93600,54420,45850,60500,48640,-41.86
137400,피엔티,KOSDAQ,11.37,0.0,56600,32470,30990,0,0,-42.63
014940,오리엔탈정공,KOSDAQ,16.26,0.0,7520,4300,3460,0,0,-42.82
241710,코스메카코리아,KOSDAQ,19.29,20.03,76800,43840,32930,45530,33700,-42.92
451250,삐아,KOSDAQ,10.98,0.0,8480,4770,4630,0,0,-43.75
083500,에프엔에스테크,KOSDAQ,10.83,20.81,20250,11280,11050,21680,15820,-44.3
462860,더즌,KOSDAQ,19.29,0.0,3480,1920,1440,0,0,-44.83
263860,지니언스,KOSDAQ,12.6,0.0,15800,8700,7880,0,0,-44.94
297090,씨에스베어링,KOSDAQ,11.53,0.0,7620,4100,3890,0,0,-46.19
192820,코스맥스,KOSPI,23.86,22.31,210000,112770,78380,105440,75020,-46.3
469610,이노테크,KOSDAQ,18.16,0.0,23050,12070,9280,0,0,-47.64
017510,세명전기,KOSDAQ,15.13,0.0,16570,8590,7140,0,0,-48.16
034950,한국기업평가,KOSDAQ,20.08,0.0,111200,57210,42300,0,0,-48.55
028050,삼성E&A,KOSPI,13.76,14.27,62400,31970,27760,33160,28300,-48.77
054540,삼영엠텍,KOSDAQ,10.64,0.0,12410,6310,6230,0,0,-49.15
336570,원텍,KOSDAQ,24.79,25.09,8370,4220,2900,4280,2920,-49.58
214450,파마리서치,KOSDAQ,26.88,25.32,341000,171310,114530,161370,109960,-49.76
075580,세진중공업,KOSPI,24.35,21.8,19140,9400,6490,8420,6040,-50.89
267250,HD현대,KOSPI,10.25,17.21,289000,140950,142140,236660,186080,-51.23
033240,자화전자,KOSPI,11.15,11.61,47900,23210,22370,24160,22810,-51.54
008930,한미사이언스,KOSPI,13.13,0.0,37100,17910,15900,0,0,-51.73
003280,흥아해운,KOSPI,12.66,0.0,2685,1290,1170,0,0,-51.96
226590,엠디바이스,KOSDAQ,29.23,0.0,25800,12390,8080,0,0,-51.98
014680,한솔케미칼,KOSPI,14.34,17.66,286000,136520,116280,168120,130780,-52.27
484870,엠앤씨솔루션,KOSPI,25.32,0.0,109000,51730,35250,0,0,-52.54
145020,휴젤,KOSDAQ,16.06,18.75,291500,135780,109940,158530,120380,-53.42
481070,에이유브랜즈,KOSDAQ,16.83,0.0,16840,7770,6160,0,0,-53.86
017960,한국카본,KOSPI,19.3,20.62,45800,21060,15810,22500,16470,-54.02
039130,하나투어,KOSPI,19.79,28.7,42250,19120,14220,27730,18170,-54.75
006800,미래에셋증권,KOSPI,12.36,11.36,79600,35950,32880,33040,31550,-54.84
083450,GST,KOSDAQ,16.15,0.0,58700,26030,21030,0,0,-55.66
003230,삼양식품,KOSPI,37.59,27.8,1360000,601780,366390,445050,294450,-55.75
249420,일동제약,KOSPI,13.59,0.0,23100,10210,8920,0,0,-55.8
147830,제룡산업,KOSDAQ,13.94,0.0,13730,6030,5200,0,0,-56.08
033100,제룡전기,KOSDAQ,26.93,0.0,87800,38540,25750,0,0,-56.1
000660,SK하이닉스,KOSPI,44.15,38.27,1686000,739770,433940,641240,388710,-56.12
241520,DSC인베스트먼트,KOSDAQ,14.58,0.0,15720,6830,5770,0,0,-56.55
333430,일승,KOSDAQ,17.79,0.0,5930,2550,1980,0,0,-57.0
121890,에스디시스템,KOSDAQ,11.22,0.0,2260,970,940,0,0,-57.08
213420,덕산네오룩스,KOSDAQ,12.5,16.17,51600,22090,20090,28570,23070,-57.19
187790,나노,KOSDAQ,19.01,0.0,6070,2540,1920,0,0,-58.15
482630,삼양엔씨켐,KOSDAQ,14.69,0.0,18510,7690,6480,0,0,-58.45
124500,아이티센글로벌,KOSDAQ,45.89,0.0,58100,23820,13860,0,0,-59.0
377460,큐에이드,KOSDAQ,18.78,0.0,4080,1650,1250,0,0,-59.56
052860,아이앤씨,KOSDAQ,14.03,0.0,7150,2890,2480,0,0,-59.58
290740,액트로,KOSDAQ,10.37,0.0,18910,7620,7630,0,0,-59.7
281820,케이씨텍,KOSPI,10.55,0.0,68300,27230,27030,0,0,-60.13
300080,플리토,KOSDAQ,45.69,0.0,11500,4570,2660,0,0,-60.26
059090,미코,KOSDAQ,27.23,0.0,24250,9570,6370,0,0,-60.54
326030,SK바이오팜,KOSPI,39.28,30.4,99400,39170,23600,30320,19530,-60.59
005690,파미셀,KOSPI,38.31,0.0,19320,7600,4610,0,0,-60.66
332570,PS일렉트로닉스,KOSDAQ,15.91,0.0,11050,4320,3510,0,0,-60.9
078520,에이블씨엔씨,KOSPI,15.88,0.0,14500,5610,4570,0,0,-61.31
214150,클래시스,KOSDAQ,26.21,28.86,55600,21370,14400,23530,15390,-61.56
001840,이화공영,KOSDAQ,28.15,0.0,2215,850,560,0,0,-61.63
483650,달바글로벌,KOSPI,52.59,43.04,212000,80840,45760,66160,39020,-61.87
290550,디케이티,KOSDAQ,12.05,0.0,31200,11740,10870,0,0,-62.37
064350,현대로템,KOSPI,30.05,24.22,223000,81430,52640,65640,45390,-63.48
000990,DB하이텍,KOSPI,12.51,0.0,168100,61290,55720,0,0,-63.54
095610,테스,KOSDAQ,15.76,21.74,92900,33450,27310,46140,33130,-63.99
043260,성호전자,KOSDAQ,46.27,0.0,43750,15720,9130,0,0,-64.07
031980,피에스케이홀딩스,KOSDAQ,19.55,22.95,124300,44110,32950,51780,36470,-64.51
096610,알에프세미,KOSDAQ,12.96,0.0,2965,1030,920,0,0,-65.26
042660,한화오션,KOSPI,22.59,21.36,126100,43710,30960,41330,29870,-65.34
254490,미래반도체,KOSDAQ,14.41,0.0,30850,10570,8980,0,0,-65.74
101490,에스앤에스텍,KOSDAQ,21.24,0.0,87500,29680,21490,0,0,-66.08
050890,쏠리드,KOSDAQ,10.8,13.31,18200,6110,5990,7530,6640,-66.43
077970,STX엔진,KOSPI,22.26,23.15,55000,18270,13010,19000,13350,-66.78
047400,유니온머티리얼,KOSPI,14.04,0.0,1912,630,540,0,0,-67.05
007610,선도전기,KOSPI,16.0,0.0,9900,3230,2620,0,0,-67.37
009470,삼화전기,KOSPI,10.39,0.0,43550,14190,14200,0,0,-67.42
183300,코미코,KOSDAQ,18.52,24.0,149500,47680,36390,61790,42870,-68.11
128940,한미약품,KOSPI,14.53,13.85,436000,137480,116390,131040,113430,-68.47
079900,전진건설로봇,KOSPI,20.58,23.33,67300,21160,15500,23990,16800,-68.56
003720,삼영,KOSPI,16.58,0.0,13180,4140,3300,0,0,-68.59
290720,푸드나무,KOSDAQ,10.9,0.0,3380,1040,1020,0,0,-69.23
012510,더존비즈온,KOSPI,16.0,0.0,120000,36810,29850,0,0,-69.32
006910,보성파워텍,KOSDAQ,20.26,0.0,14310,4380,3230,0,0,-69.39
474610,RF시스템즈,KOSDAQ,11.29,0.0,12430,3800,3640,0,0,-69.43
039200,오스코텍,KOSDAQ,33.87,38.31,51000,15420,9640,17440,10570,-69.76
214430,아이쓰리시스템,KOSDAQ,15.31,0.0,93500,28120,23250,0,0,-69.93
450950,아스테라시스,KOSDAQ,27.74,30.27,11100,3310,2190,3620,2330,-70.18
082740,한화엔진,KOSPI,36.6,29.21,79400,23440,14360,18700,12190,-70.48
458350,에스팀,KOSDAQ,14.99,0.0,8660,2550,2130,0,0,-70.55
064850,에프앤가이드,KOSDAQ,15.15,25.05,30750,8790,7300,14530,9940,-71.41
005930,삼성전자,KOSPI,10.85,29.42,268500,76720,75040,208040,135320,-71.43
402490,그린리소스,KOSDAQ,15.86,0.0,22650,6380,5190,0,0,-71.83
097230,HJ중공업,KOSPI,10.15,0.0,26650,7230,7330,0,0,-72.87
319660,피에스케이,KOSDAQ,15.54,19.99,104000,27770,22810,35720,26460,-73.3
012450,한화에어로스페이스,KOSPI,19.14,20.05,1307000,346110,260710,362560,268260,-73.52
083650,비에이치아이,KOSDAQ,44.36,35.9,94700,24460,14330,19790,12190,-74.17
425420,티에프이,KOSDAQ,19.3,0.0,66000,16820,12630,0,0,-74.52
010820,퍼스텍,KOSPI,20.16,0.0,12990,3280,2420,0,0,-74.75
176750,듀켐바이오,KOSDAQ,14.05,0.0,9390,2340,2010,0,0,-75.08
443060,HD현대마린솔루션,KOSPI,33.73,41.16,240500,59600,37310,72730,43340,-75.22
329180,HD현대중공업,KOSPI,18.82,24.31,658000,160950,122040,207900,143590,-75.54
000300,DH오토넥스,KOSPI,12.17,0.0,4200,1020,940,0,0,-75.71
452280,한선엔지니어링,KOSDAQ,14.04,0.0,20150,4790,4120,0,0,-76.23
080220,제주반도체,KOSDAQ,19.21,0.0,54700,12440,9360,0,0,-77.26
033640,네패스,KOSDAQ,14.19,0.0,32850,7310,6250,0,0,-77.75
082920,비츠로셀,KOSDAQ,18.56,20.32,59000,13110,10000,14360,10570,-77.78
089970,브이엠,KOSDAQ,17.33,31.13,55500,11910,9340,21390,13690,-78.54
007660,이수페타시스,KOSPI,29.64,28.53,141100,29300,19020,28210,18510,-79.23
323350,다원넥스뷰,KOSDAQ,20.38,0.0,22350,4600,3380,0,0,-79.42
207940,삼성바이오로직스,KOSPI,19.44,19.39,1472000,300920,225310,300150,224950,-79.56
131290,티에스이,KOSDAQ,10.42,15.3,174700,35410,35390,51990,43000,-79.73
089890,코세스,KOSDAQ,19.58,0.0,41600,8390,6270,0,0,-79.83
064760,티씨케이,KOSDAQ,13.5,0.0,299000,60240,52780,0,0,-79.85
010140,삼성중공업,KOSPI,13.74,23.6,31950,6410,5570,11010,7680,-79.94
388050,지투파워,KOSDAQ,14.09,0.0,15290,3050,2620,0,0,-80.05
007810,코리아써키트,KOSPI,11.54,22.11,102200,20330,19250,38950,27800,-80.11
278470,에이피알,KOSPI,75.3,54.58,434000,86130,45980,62430,35100,-80.15
457550,우진엔텍,KOSDAQ,10.78,0.0,28950,5680,5570,0,0,-80.38
356860,티엘비,KOSDAQ,15.99,26.04,101600,19920,16160,32440,21910,-80.39
322000,HD현대에너지솔루션,KOSPI,10.58,17.99,197200,37910,37580,64470,49770,-80.78
138610,나이벡,KOSDAQ,11.89,0.0,23950,4600,4290,0,0,-80.79
058470,리노공업,KOSDAQ,22.45,0.0,112600,20780,14750,0,0,-81.55
476060,온코닉테라퓨틱스,KOSDAQ,24.65,0.0,20400,3750,2580,0,0,-81.62
475150,SK이터닉스,KOSPI,11.93,0.0,51100,9190,8560,0,0,-82.02
237690,에스티팜,KOSDAQ,10.03,15.51,156000,27420,27990,42410,34860,-82.42
080580,오킨스전자,KOSDAQ,19.93,0.0,26900,4680,3470,0,0,-82.6
140860,파크시스템스,KOSDAQ,16.69,21.66,305500,51900,41330,67350,48430,-83.01
403870,HPSP,KOSDAQ,24.79,0.0,53900,9030,6200,0,0,-83.25
232680,라온로보틱스,KOSDAQ,10.84,0.0,17700,2900,2840,0,0,-83.62
062040,산일전기,KOSPI,29.21,30.14,331000,53770,35050,55480,35830,-83.76
267260,HD현대일렉트릭,KOSPI,41.5,35.3,1403000,224710,133640,191140,118230,-83.98
103590,일진전기,KOSPI,19.08,23.25,144100,22630,17070,27580,19340,-84.3
229640,LS에코에너지,KOSPI,21.43,20.04,90100,14060,10150,13150,9730,-84.4
079550,LIG디펜스앤에어로스페이스,KOSPI,19.2,27.22,840000,120740,90840,171180,113990,-85.63
298040,효성중공업,KOSPI,24.41,30.83,4398000,592200,408460,747950,479960,-86.53
368770,파이버프로,KOSDAQ,22.06,0.0,22200,2960,2120,0,0,-86.67
295310,에이치브이엠,KOSDAQ,16.15,0.0,89900,11620,9390,0,0,-87.07
052690,한전기술,KOSPI,14.2,22.89,173600,22410,19170,36120,25470,-87.09
458870,씨어스,KOSDAQ,52.78,44.65,41200,5280,2980,4460,2610,-87.18
115500,케이씨에스,KOSDAQ,13.11,0.0,16700,2070,1840,0,0,-87.6
047810,한국항공우주,KOSPI,10.51,22.71,166800,18960,18860,40960,28960,-88.63
307950,현대오토에버,KOSPI,10.27,14.42,592000,66450,66940,93300,79260,-88.78
095340,ISC,KOSDAQ,10.6,20.13,253500,25840,25590,49080,36260,-89.81
196170,알테오젠,KOSDAQ,39.42,0.0,340500,31510,18960,0,0,-90.75
327260,RF머트리얼즈,KOSDAQ,15.05,25.31,113600,8990,7490,15110,10300,-92.09
000500,가온전선,KOSPI,10.96,0.0,477000,30790,29950,0,0,-93.55
010120,LS ELECTRIC,KOSPI,14.67,26.57,313000,19600,16520,35510,23820,-93.74
042700,한미반도체,KOSPI,34.76,0.0,390000,24300,15090,0,0,-93.77
