종목코드,종목명,시장,ROE(%),자본총계(원),총주식수,적정주가(S-RIM),보수적주가(S-RIM)
009240,한샘,KOSPI,12.33,399800000000.0,16600322,28550,26130
417180,핑거스토리,KOSDAQ,12.32,31100000000.0,3508794,10500,9610
251970,펌텍코리아,KOSDAQ,12.3,294500000000.0,12398386,28090,25740
102710,이엔에프테크놀로지,KOSDAQ,12.29,447600000000.0,14287836,37020,33940
058630,엠게임,KOSDAQ,12.28,136900000000.0,19202574,8420,7720
317450,명인제약,KOSPI,12.28,794400000000.0,14600000,64250,58920
010690,화신,KOSPI,12.25,571400000000.0,34748441,19370,17790
009450,경동나비엔,KOSPI,12.24,770500000000.0,14452932,62740,57640
215360,우리산업,KOSDAQ,12.2,120800000000.0,9132163,15520,14280
000300,DH오토넥스,KOSPI,12.17,36200000000.0,41437055,1020,940
290550,디케이티,KOSDAQ,12.05,202800000000.0,20001230,11750,10880
065690,파커스,KOSDAQ,11.98,58900000000.0,11620018,5840,5420
475150,SK이터닉스,KOSPI,11.93,273000000000.0,34044181,9200,8560
227840,현대코퍼레이션홀딩스,KOSPI,11.89,320100000000.0,8821701,41480,38670
138610,나이벡,KOSDAQ,11.89,45800000000.0,11367793,4610,4290
243070,휴온스,KOSDAQ,11.85,373900000000.0,11651765,36560,34140
035890,서희건설,KOSDAQ,11.84,1083600000000.0,185368615,6660,6220
290270,휴네시온,KOSDAQ,11.83,50400000000.0,9225919,6210,5810
226400,오스테오닉,KOSDAQ,11.83,67500000000.0,20061165,3830,3580
079960,동양이엔피,KOSDAQ,11.81,440900000000.0,7551658,66300,62020
033780,KT&G,KOSPI,11.77,9279600000000.0,92944267,112990,105870
005940,NH투자증권,KOSPI,11.76,9433300000000.0,355660698,29990,28110
067280,멀티캠퍼스,KOSDAQ,11.72,230500000000.0,5926779,43830,41160
271980,제일약품,KOSPI,11.71,211100000000.0,14704872,16160,15190
284740,쿠쿠홈시스,KOSPI,11.7,1084600000000.0,22422380,54420,51150
094850,참좋은여행,KOSDAQ,11.69,99100000000.0,13392817,8320,7820
130580,나이스디앤비,KOSDAQ,11.69,115600000000.0,15400000,8440,7930
012030,DB,KOSPI,11.67,449200000000.0,191030533,2640,2480
036890,진성티이씨,KOSDAQ,11.66,297500000000.0,20234280,16480,15520
053580,웹케시,KOSDAQ,11.65,111200000000.0,12565408,9910,9340
417790,트루엔,KOSDAQ,11.61,109400000000.0,10351715,11800,11130
006040,동원산업,KOSPI,11.61,3528000000000.0,44139043,89230,84200
009180,한솔로지스틱스,KOSPI,11.59,143600000000.0,28149134,5690,5370
192400,쿠쿠홀딩스,KOSPI,11.56,1321700000000.0,31078385,47270,44700
058850,KTcs,KOSPI,11.55,212700000000.0,37938729,6230,5890
240550,동방메디컬,KOSDAQ,11.54,122900000000.0,20933940,6510,6170
007810,코리아써키트,KOSPI,11.54,439800000000.0,23982620,20350,19260
081580,성우전자,KOSDAQ,11.53,113000000000.0,15204699,8240,7800
297090,씨에스베어링,KOSDAQ,11.53,101000000000.0,27270000,4110,3890
009770,삼정펄프,KOSPI,11.51,287000000000.0,2499971,127050,120420
051500,CJ프레시웨이,KOSDAQ,11.51,455200000000.0,11871586,42440,40220
054670,대한뉴팜,KOSDAQ,11.5,139900000000.0,14035289,11020,10450
378850,화승알앤에이,KOSPI,11.49,166900000000.0,18990786,9710,9210
003010,혜인,KOSPI,11.49,127600000000.0,9797756,14390,13650
297570,알로이스,KOSDAQ,11.45,46400000000.0,33936096,1510,1430
036800,나이스정보통신,KOSDAQ,11.45,396000000000.0,8735950,49910,47430
025770,한국정보통신,KOSDAQ,11.4,335800000000.0,35145194,10470,9980
081660,미스토홀딩스,KOSPI,11.39,1932100000000.0,52660639,40180,38290
212560,네오오토,KOSDAQ,11.38,137600000000.0,11811835,12750,12150
443250,레뷰코퍼레이션,KOSDAQ,11.37,48300000000.0,10927204,4830,4610
137400,피엔티,KOSDAQ,11.37,692900000000.0,23304599,32510,31000
038390,레드캡투어,KOSDAQ,11.36,201300000000.0,16720822,13150,12550
013030,하이록코리아,KOSDAQ,11.35,454400000000.0,11768144,42140,40230
297890,HB솔루션,KOSDAQ,11.34,246200000000.0,73140914,3670,3510
016740,두올,KOSPI,11.34,276200000000.0,28360974,10620,10140
192080,더블유게임즈,KOSPI,11.33,1185900000000.0,19456465,66400,63450
474610,RF시스템즈,KOSDAQ,11.29,49400000000.0,14114220,3800,3640
100220,비상교육,KOSPI,11.28,199800000000.0,12251515,17690,16940
009410,태영건설,KOSPI,11.28,607600000000.0,297584728,2210,2120
049520,유아이엘,KOSDAQ,11.23,201400000000.0,30370586,7160,6870
121890,에스디시스템,KOSDAQ,11.22,12000000000.0,13291446,970,940
005440,현대지에프홀딩스,KOSPI,11.18,4000100000000.0,152483716,28200,27140
027710,팜스토리,KOSDAQ,11.16,282100000000.0,110602261,2740,2640
262840,아이퀘스트,KOSDAQ,11.15,52900000000.0,10229730,5540,5340
033240,자화전자,KOSPI,11.15,444700000000.0,20524522,23230,22380
352090,스톰테크,KOSDAQ,11.13,93800000000.0,26872998,3740,3600
051370,인터플렉스,KOSDAQ,11.11,310400000000.0,23327472,14210,13720
054800,아이디스홀딩스,KOSDAQ,11.11,371800000000.0,8713433,45580,44010
187870,디바이스,KOSDAQ,11.11,161000000000.0,13466902,12770,12330
013580,계룡건설,KOSPI,11.1,945600000000.0,8918147,113170,109310
044820,코스맥스비티아이,KOSPI,11.08,275500000000.0,9554839,30720,29700
014970,삼륭물산,KOSDAQ,11.04,57300000000.0,14825000,4100,3970
061090,세나테크놀로지,KOSDAQ,11.04,176200000000.0,5474979,34160,33090
114090,GKL,KOSPI,11.01,441500000000.0,61855670,7560,7330
451250,삐아,KOSDAQ,10.98,44400000000.0,9824377,4770,4640
000810,삼성화재,KOSPI,10.96,21257800000000.0,39828296,562480,546920
000500,가온전선,KOSPI,10.96,483800000000.0,16543115,30820,29970
037030,파워넷,KOSDAQ,10.93,152200000000.0,25507359,6270,6110
037350,성도이엔지,KOSDAQ,10.9,274000000000.0,14953000,19210,18730
290720,푸드나무,KOSDAQ,10.9,35000000000.0,35122142,1040,1020
024800,유성티엔에스,KOSDAQ,10.9,530500000000.0,33398928,16650,16230
285490,노바텍,KOSDAQ,10.89,158900000000.0,9701719,17150,16730
005930,삼성전자,KOSPI,10.85,424313300000000.0,5764191903,76800,75070
232680,라온로보틱스,KOSDAQ,10.84,35700000000.0,12806772,2910,2840
083500,에프엔에스테크,KOSDAQ,10.83,83800000000.0,7726377,11290,11050
012630,HDC,KOSPI,10.82,2920900000000.0,49501701,61390,60100
050890,쏠리드,KOSDAQ,10.8,352700000000.0,59923145,6110,5990
000370,한화손해보험,KOSPI,10.8,2669600000000.0,115620426,23980,23500
129890,앱코,KOSDAQ,10.8,62100000000.0,45545602,1420,1390
080010,이상네트웍스,KOSDAQ,10.8,141000000000.0,9232581,15860,15540
036570,NC,KOSPI,10.79,3364900000000.0,19473333,179280,175770
457550,우진엔텍,KOSDAQ,10.78,51100000000.0,9318958,5680,5580
010240,흥국,KOSDAQ,10.73,118300000000.0,11485209,10630,10450
023160,태광,KOSDAQ,10.73,624600000000.0,25867242,24910,24500
036640,HRS,KOSDAQ,10.72,129600000000.0,16354800,8170,8040
206640,바디텍메드,KOSDAQ,10.71,231300000000.0,21707921,10970,10800
002840,미원상사,KOSPI,10.66,416400000000.0,4496304,94920,93670
080530,코디,KOSDAQ,10.64,58700000000.0,10954664,5480,5420
054540,삼영엠텍,KOSDAQ,10.64,80200000000.0,13000000,6310,6230
128660,피제이메탈,KOSDAQ,10.63,73800000000.0,24803369,3040,3010
259960,크래프톤,KOSPI,10.6,7041400000000.0,42535298,168730,167000
014580,태경비케이,KOSPI,10.6,235500000000.0,27583100,8700,8610
095340,ISC,KOSDAQ,10.6,536600000000.0,21142451,25870,25600
196700,웹스,KOSDAQ,10.59,40400000000.0,14364144,2860,2840
322000,HD현대에너지솔루션,KOSPI,10.58,417800000000.0,11200000,37950,37600
003780,진양산업,KOSPI,10.57,67100000000.0,13000000,5250,5200
281820,케이씨텍,KOSPI,10.55,530200000000.0,19734079,27250,27050
263020,디케이앤디,KOSDAQ,10.53,76800000000.0,13646146,5700,5660
464280,티디에스팜,KOSDAQ,10.52,42800000000.0,5288500,8190,8140
015750,성우하이텍,KOSDAQ,10.52,1696400000000.0,79991593,21450,21320
271560,오리온,KOSPI,10.51,3808700000000.0,39528788,97370,96820
047810,한국항공우주,KOSPI,10.51,1830200000000.0,97475107,18970,18870
078150,HB테크놀러지,KOSDAQ,10.48,285100000000.0,88854618,3230,3220
005430,한국공항,KOSPI,10.46,405200000000.0,3058211,133260,132850
012750,에스원,KOSPI,10.45,1756300000000.0,33810239,52200,52060
131290,티에스이,KOSDAQ,10.42,391300000000.0,11061429,35440,35410
086450,동국제약,KOSDAQ,10.42,663700000000.0,45110727,14740,14730
310200,애니플러스,KOSDAQ,10.39,119600000000.0,52162836,2290,2290
009470,삼화전기,KOSPI,10.39,94000000000.0,6613820,14200,14210
337930,젝시믹스,KOSDAQ,10.37,116200000000.0,29676475,3900,3910
290740,액트로,KOSDAQ,10.37,73200000000.0,9571470,7630,7640
041830,인바디,KOSDAQ,10.37,317800000000.0,13341476,23750,23790
004140,동방,KOSPI,10.36,175700000000.0,47794806,3660,3670
001750,한양증권,KOSPI,10.32,581800000000.0,12728534,45360,45550
039010,현대에이치티,KOSDAQ,10.29,106800000000.0,7769000,13600,13680
035610,솔본,KOSDAQ,10.28,212600000000.0,27345997,7680,7730
005960,동부건설,KOSPI,10.28,561200000000.0,22974525,24150,24300
307950,현대오토에버,KOSPI,10.27,1847100000000.0,27423982,66510,66970
267250,HD현대,KOSPI,10.25,10116400000000.0,70668430,141090,142210
032850,비트컴퓨터,KOSDAQ,10.24,73700000000.0,15101114,4810,4850
030200,KT,KOSPI,10.22,17655700000000.0,240145151,72250,72940
017370,우신시스템,KOSPI,10.18,166600000000.0,15201781,10730,10850
001360,삼성제약,KOSPI,10.18,121000000000.0,94120296,1260,1270
136540,윈스테크넷,KOSDAQ,10.18,184800000000.0,10683798,16930,17130
097230,HJ중공업,KOSPI,10.15,669600000000.0,90289403,7240,7330
094970,제이엠티,KOSDAQ,10.13,144500000000.0,16712134,8420,8540
309960,LB인베스트먼트,KOSDAQ,10.11,127000000000.0,22995443,5370,5450
059210,메타바이오메드,KOSDAQ,10.1,124300000000.0,27171445,4440,4510
457370,한켐,KOSDAQ,10.09,59300000000.0,7858920,7320,7440
042420,네오위즈홀딩스,KOSDAQ,10.08,350300000000.0,6165190,55070,56020
002810,삼영무역,KOSPI,10.06,607300000000.0,17922858,32780,33380
237690,에스티팜,KOSDAQ,10.03,593400000000.0,20847927,27450,28000
251120,바이오에프디엔씨,KOSDAQ,10.03,69800000000.0,8528949,7890,8050
