종목코드,종목명,시장,ROE(%),자본총계(원),총주식수,예상ROE(%),적정주가(S-RIM),보수적주가(S-RIM),예상적정주가(S-RIM),예상보수적주가(S-RIM),할인율(%)
071200,인피니트헬스케어,KOSDAQ,14.66,191700000000.0,24376453,0.0,11070,9340,0,0,10.41
053610,프로텍,KOSDAQ,14.59,348600000000.0,7000000,14.41,69800,58980,68940,58580,10.41
241520,DSC인베스트먼트,KOSDAQ,14.58,125800000000.0,25800969,0.0,6830,5770,0,0,10.41
007980,TP,KOSPI,14.54,284600000000.0,45063280,0.0,8820,7470,0,0,10.41
128940,한미약품,KOSPI,14.53,1249800000000.0,12689111,13.85,137480,116390,131040,113430,10.41
114810,한솔아이원스,KOSDAQ,14.49,210300000000.0,27351367,19.83,10700,9070,14650,10880,10.41
139670,키네마스터,KOSDAQ,14.44,25400000000.0,14118810,0.0,2500,2120,0,0,10.41
254490,미래반도체,KOSDAQ,14.41,110200000000.0,14438000,0.0,10570,8980,0,0,10.41
059100,아이컴포넌트,KOSDAQ,14.37,44300000000.0,6459240,0.0,9470,8060,0,0,10.41
004800,효성,KOSPI,14.35,2443600000000.0,16717604,13.93,201490,171560,195590,168860,10.41
014680,한솔케미칼,KOSPI,14.34,1080500000000.0,10902899,17.66,136520,116280,168120,130780,10.41
268280,미원에스씨,KOSPI,14.34,448500000000.0,4814431,0.0,128330,109300,0,0,10.41
214180,헥토이노베이션,KOSDAQ,14.22,222300000000.0,12583567,18.85,24130,20630,31990,24240,10.41
045390,대아티아이,KOSDAQ,14.2,154300000000.0,70473377,0.0,2990,2560,0,0,10.41
052690,한전기술,KOSPI,14.2,625000000000.0,38043505,22.89,22410,19170,36120,25470,10.41
033640,네패스,KOSDAQ,14.19,123600000000.0,23059202,0.0,7310,6250,0,0,10.41
003480,한진중공업홀딩스,KOSPI,14.18,444700000000.0,26089504,0.0,23220,19880,0,0,10.41
479960,위너스일렉,KOSDAQ,14.15,40700000000.0,6851000,0.0,8080,6920,0,0,10.41
388050,지투파워,KOSDAQ,14.09,42100000000.0,18709437,0.0,3050,2620,0,0,10.41
023760,한국캐피탈,KOSDAQ,14.08,754100000000.0,312890575,0.0,3260,2800,0,0,10.41
176750,듀켐바이오,KOSDAQ,14.05,49200000000.0,28344712,0.0,2340,2010,0,0,10.41
033530,SJG세종,KOSPI,14.05,522400000000.0,27052299,0.0,26060,22410,0,0,10.41
047400,유니온머티리얼,KOSPI,14.04,19600000000.0,42000000,0.0,630,540,0,0,10.41
452280,한선엔지니어링,KOSDAQ,14.04,68300000000.0,19246420,0.0,4790,4120,0,0,10.41
178780,일월지엠엘,KOSDAQ,14.03,41900000000.0,18636980,0.0,3030,2610,0,0,10.41
052860,아이앤씨,KOSDAQ,14.03,35300000000.0,16490109,0.0,2890,2480,0,0,10.41
005710,대원산업,KOSDAQ,14.01,584500000000.0,20037600,0.0,39260,33800,0,0,10.41
000950,전방,KOSPI,13.99,227500000000.0,1139470,0.0,268320,231170,0,0,10.41
009320,아진전자부품,KOSPI,13.98,33300000000.0,49299770,0.0,910,780,0,0,10.41
069730,DSR제강,KOSPI,13.97,188000000000.0,14400000,0.0,17520,15110,0,0,10.41
086670,비엠티,KOSDAQ,13.96,149400000000.0,9925885,0.0,20180,17410,0,0,10.41
147830,제룡산업,KOSDAQ,13.94,86200000000.0,19151979,0.0,6030,5200,0,0,10.41
011560,세보엠이씨,KOSDAQ,13.86,271200000000.0,9819744,0.0,36770,31820,0,0,10.41
244920,에이플러스에셋,KOSPI,13.82,169700000000.0,22607693,0.0,9970,8630,0,0,10.41
092460,한라IMS,KOSDAQ,13.76,198700000000.0,17109680,0.0,15350,13330,0,0,10.41
028050,삼성E&A,KOSPI,13.76,4740700000000.0,196000000,14.27,31970,27760,33160,28300,10.41
010140,삼성중공업,KOSPI,13.74,4148900000000.0,854035571,23.6,6410,5570,11010,7680,10.41
373160,데이원컴퍼니,KOSDAQ,13.74,45400000000.0,13638196,0.0,4390,3820,0,0,10.41
290560,파라택시스이더리움,KOSDAQ,13.71,26300000000.0,21993795,0.0,1570,1370,0,0,10.41
030000,제일기획,KOSPI,13.7,1572300000000.0,101278725,13.92,20430,17780,20760,17930,10.41
025880,케이씨피드,KOSDAQ,13.67,80100000000.0,15785136,0.0,6660,5800,0,0,10.41
018120,진로발효,KOSDAQ,13.65,91600000000.0,6617764,0.0,18150,15820,0,0,10.41
083930,아바코,KOSDAQ,13.62,221800000000.0,13757247,0.0,21090,18400,0,0,10.41
097520,엠씨넥스,KOSPI,13.61,385500000000.0,16201072,12.75,31110,27150,29140,26250,10.41
249420,일동제약,KOSPI,13.59,246400000000.0,31508117,0.0,10210,8920,0,0,10.41
234080,JW생명과학,KOSPI,13.59,220600000000.0,15484554,11.87,18600,16240,16240,15160,10.41
272290,이녹스첨단소재,KOSDAQ,13.55,393300000000.0,18831242,12.76,27190,23780,25600,23050,10.41
294570,쿠콘,KOSDAQ,13.54,170500000000.0,10069761,0.0,22020,19270,0,0,10.41
064760,티씨케이,KOSDAQ,13.5,519300000000.0,11179416,0.0,60240,52780,0,0,10.41
110990,디아이티,KOSDAQ,13.5,237200000000.0,18633328,0.0,16510,14460,0,0,10.41
094820,일진파워,KOSDAQ,13.41,145000000000.0,15078709,0.0,12390,10890,0,0,10.41
039830,오로라,KOSDAQ,13.37,175600000000.0,9709731,0.0,23230,20450,0,0,10.41
053300,한국정보인증,KOSDAQ,13.36,204000000000.0,38023211,0.0,6890,6060,0,0,10.41
035150,백산,KOSPI,13.22,258600000000.0,20028841,0.0,16400,14510,0,0,10.41
002800,신신제약,KOSDAQ,13.21,74800000000.0,15170500,0.0,6260,5540,0,0,10.41
066620,국보디자인,KOSDAQ,13.15,323900000000.0,6766661,0.0,60470,53650,0,0,10.41
008930,한미사이언스,KOSPI,13.13,961900000000.0,67751141,0.0,17910,15900,0,0,10.41
459550,알트,KOSDAQ,13.12,48300000000.0,24656533,0.0,2470,2190,0,0,10.41
001560,제일연마,KOSPI,13.12,108700000000.0,6640000,0.0,20630,18330,0,0,10.41
115500,케이씨에스,KOSDAQ,13.11,19700000000.0,12000000,0.0,2070,1840,0,0,10.41
016360,삼성증권,KOSPI,13.09,8068100000000.0,89300000,13.85,113610,101030,120200,104050,10.41
403850,더핑크퐁컴퍼니,KOSDAQ,13.08,184100000000.0,14341690,0.0,16130,14350,0,0,10.41
054040,한국컴퓨터,KOSDAQ,13.04,164500000000.0,13197682,0.0,15610,13910,0,0,10.41
001620,케이비아이동국실업,KOSPI,13.01,263300000000.0,22258606,0.0,14780,13190,0,0,10.41
054950,제이브이엠,KOSDAQ,13.0,233900000000.0,11536989,13.5,25320,22590,26290,23040,10.41
136410,아셈스,KOSDAQ,12.97,71600000000.0,10475646,0.0,8520,7610,0,0,10.41
021080,에이티넘인베스트,KOSDAQ,12.96,204500000000.0,45994575,0.0,5540,4950,0,0,10.41
096610,알에프세미,KOSDAQ,12.96,14400000000.0,17386411,0.0,1030,920,0,0,10.41
000270,기아,KOSPI,12.92,61187900000000.0,388656043,12.55,195390,174860,189800,172290,10.41
264450,유비쿼스,KOSDAQ,12.92,195800000000.0,14665493,0.0,16570,14830,0,0,10.41
023450,동남합성,KOSPI,12.91,54500000000.0,3348914,0.0,20180,18070,0,0,10.41
011760,현대코퍼레이션,KOSPI,12.91,692700000000.0,12010966,13.58,71520,64030,75230,65730,10.41
088390,이녹스,KOSDAQ,12.9,175100000000.0,9385834,0.0,23120,20700,0,0,10.41
009970,영원무역홀딩스,KOSPI,12.83,3015200000000.0,11604898,0.0,320220,287550,0,0,10.41
009780,엠에스씨,KOSDAQ,12.83,189200000000.0,17600000,0.0,13250,11900,0,0,10.41
005850,에스엘,KOSPI,12.81,2552500000000.0,46055462,14.38,68200,61290,76560,65120,10.41
052790,액토즈소프트,KOSDAQ,12.77,256900000000.0,10924547,0.0,28850,25960,0,0,10.41
236200,슈프리마,KOSDAQ,12.75,271100000000.0,6939583,14.22,47850,43100,53360,45630,10.41
037270,YG PLUS,KOSPI,12.69,188600000000.0,63663110,0.0,3610,3260,0,0,10.41
003280,흥아해운,KOSPI,12.66,255000000000.0,240424899,0.0,1290,1170,0,0,10.41
111770,영원무역,KOSPI,12.66,4092300000000.0,42560112,13.0,116940,105690,120080,107130,10.41
060850,영림원소프트랩,KOSDAQ,12.62,53800000000.0,8131000,0.0,8020,7260,0,0,10.41
263860,지니언스,KOSDAQ,12.6,62200000000.0,8653420,0.0,8700,7880,0,0,10.41
136480,하림,KOSDAQ,12.56,325400000000.0,106187182,0.0,3700,3350,0,0,10.41
088910,동우팜투테이블,KOSDAQ,12.55,239500000000.0,25721764,0.0,11230,10190,0,0,10.41
101160,월덱스,KOSDAQ,12.53,346600000000.0,16510993,0.0,25270,22950,0,0,10.41
000990,DB하이텍,KOSPI,12.51,2142400000000.0,42008174,0.0,61290,55720,0,0,10.41
213420,덕산네오룩스,KOSDAQ,12.5,451800000000.0,24562915,16.17,22090,20090,28570,23070,10.41
052420,오성첨단소재,KOSDAQ,12.48,281300000000.0,9742009,0.0,34620,31510,0,0,10.41
453340,현대그린푸드,KOSPI,12.46,729500000000.0,32263923,13.63,27060,24650,29600,25820,10.41
006800,미래에셋증권,KOSPI,12.36,13303600000000.0,439383960,11.36,35950,32880,33040,31550,10.41
175330,JB금융지주,KOSPI,12.36,5914600000000.0,185444444,12.03,37870,34640,36860,34170,10.41
330730,스톤브릿지벤처스,KOSDAQ,12.36,93800000000.0,17502096,0.0,6360,5820,0,0,10.41
009240,한샘,KOSPI,12.33,399800000000.0,16600322,13.38,28530,26120,30960,27240,10.41
417180,핑거스토리,KOSDAQ,12.32,31100000000.0,3508794,0.0,10490,9610,0,0,10.41
251970,펌텍코리아,KOSDAQ,12.3,294500000000.0,12398386,0.0,28070,25730,0,0,10.41
102710,이엔에프테크놀로지,KOSDAQ,12.29,447600000000.0,14287836,18.65,36980,33920,56120,42710,10.41
058630,엠게임,KOSDAQ,12.28,136900000000.0,19202574,0.0,8410,7720,0,0,10.41
317450,명인제약,KOSPI,12.28,794400000000.0,14600000,0.0,64190,58900,0,0,10.41
010690,화신,KOSPI,12.25,571400000000.0,34748441,0.0,19350,17780,0,0,10.41
009450,경동나비엔,KOSPI,12.24,770500000000.0,14452932,15.33,62680,57610,78510,64880,10.41
215360,우리산업,KOSDAQ,12.2,120800000000.0,9132163,0.0,15500,14270,0,0,10.41
000300,DH오토넥스,KOSPI,12.17,36200000000.0,41437055,0.0,1020,940,0,0,10.41
290550,디케이티,KOSDAQ,12.05,202800000000.0,20001230,0.0,11740,10870,0,0,10.41
065690,파커스,KOSDAQ,11.98,58900000000.0,11600018,0.0,5840,5430,0,0,10.41
475150,SK이터닉스,KOSPI,11.93,273000000000.0,34044181,0.0,9190,8560,0,0,10.41
227840,현대코퍼레이션홀딩스,KOSPI,11.89,320100000000.0,8821701,0.0,41440,38650,0,0,10.41
138610,나이벡,KOSDAQ,11.89,45800000000.0,11367793,0.0,4600,4290,0,0,10.41
243070,휴온스,KOSDAQ,11.85,373900000000.0,11651765,0.0,36530,34130,0,0,10.41
035890,서희건설,KOSDAQ,11.84,1083600000000.0,185368615,0.0,6650,6210,0,0,10.41
290270,휴네시온,KOSDAQ,11.83,50400000000.0,9225919,0.0,6210,5800,0,0,10.41
226400,오스테오닉,KOSDAQ,11.83,67500000000.0,20061165,0.0,3820,3580,0,0,10.41
079960,동양이엔피,KOSDAQ,11.81,440900000000.0,7551658,0.0,66240,61990,0,0,10.41
033780,KT&G,KOSPI,11.77,9279600000000.0,92944267,13.21,112880,105830,126690,112170,10.41
005940,NH투자증권,KOSPI,11.76,9433300000000.0,355660698,12.57,29960,28100,32030,29050,10.41
067280,멀티캠퍼스,KOSDAQ,11.72,230500000000.0,5926779,0.0,43790,41140,0,0,10.41
271980,제일약품,KOSPI,11.71,211100000000.0,14704872,0.0,16150,15180,0,0,10.41
284740,쿠쿠홈시스,KOSPI,11.7,1084600000000.0,22422380,0.0,54370,51120,0,0,10.41
094850,참좋은여행,KOSDAQ,11.69,99100000000.0,13392817,0.0,8310,7820,0,0,10.41
130580,나이스디앤비,KOSDAQ,11.69,115600000000.0,15400000,0.0,8430,7930,0,0,10.41
012030,DB,KOSPI,11.67,449200000000.0,191030533,0.0,2640,2480,0,0,10.41
036890,진성티이씨,KOSDAQ,11.66,297500000000.0,20234280,0.0,16470,15510,0,0,10.41
053580,웹케시,KOSDAQ,11.65,111200000000.0,12565408,0.0,9900,9330,0,0,10.41
417790,트루엔,KOSDAQ,11.61,109400000000.0,10348715,0.0,11790,11130,0,0,10.41
006040,동원산업,KOSPI,11.61,3528000000000.0,44133682,8.16,89150,84170,62660,72010,10.41
009180,한솔로지스틱스,KOSPI,11.59,143600000000.0,28149134,0.0,5680,5370,0,0,10.41
192400,쿠쿠홀딩스,KOSPI,11.56,1321700000000.0,31078385,0.0,47230,44680,0,0,10.41
058850,KTcs,KOSPI,11.55,212700000000.0,37938729,0.0,6220,5890,0,0,10.41
240550,동방메디컬,KOSDAQ,11.54,122900000000.0,20933940,0.0,6510,6160,0,0,10.41
007810,코리아써키트,KOSPI,11.54,439800000000.0,23982620,22.11,20330,19250,38950,27800,10.41
081580,성우전자,KOSDAQ,11.53,113000000000.0,15204699,0.0,8230,7800,0,0,10.41
297090,씨에스베어링,KOSDAQ,11.53,101000000000.0,27270000,0.0,4100,3890,0,0,10.41
009770,삼정펄프,KOSPI,11.51,287000000000.0,2499971,0.0,126930,120370,0,0,10.41
051500,CJ프레시웨이,KOSDAQ,11.51,455200000000.0,11871586,12.92,42400,40200,47590,42590,10.41
054670,대한뉴팜,KOSDAQ,11.5,139900000000.0,14035289,0.0,11010,10450,0,0,10.41
378850,화승알앤에이,KOSPI,11.49,166900000000.0,18990786,0.0,9700,9210,0,0,10.41
003010,혜인,KOSPI,11.49,127600000000.0,9797756,0.0,14370,13640,0,0,10.41
297570,알로이스,KOSDAQ,11.45,46400000000.0,33936096,0.0,1500,1430,0,0,10.41
036800,나이스정보통신,KOSDAQ,11.45,396000000000.0,8735950,10.35,49860,47410,45070,45210,10.41
025770,한국정보통신,KOSDAQ,11.4,335800000000.0,35145194,0.0,10460,9970,0,0,10.41
081660,미스토홀딩스,KOSPI,11.39,1932100000000.0,52653439,11.89,40150,38280,41910,39090,10.41
212560,네오오토,KOSDAQ,11.38,137600000000.0,11811835,0.0,12730,12150,0,0,10.41
443250,레뷰코퍼레이션,KOSDAQ,11.37,48300000000.0,10927204,0.0,4830,4610,0,0,10.41
137400,피엔티,KOSDAQ,11.37,692900000000.0,23304599,0.0,32470,30990,0,0,10.41
038390,레드캡투어,KOSDAQ,11.36,201300000000.0,16720822,0.0,13140,12540,0,0,10.41
013030,하이록코리아,KOSDAQ,11.35,454400000000.0,11768144,11.26,42100,40210,41770,40060,10.41
297890,HB솔루션,KOSDAQ,11.34,246200000000.0,73140914,0.0,3670,3500,0,0,10.41
016740,두올,KOSPI,11.34,276200000000.0,28360974,0.0,10610,10140,0,0,10.41
192080,더블유게임즈,KOSPI,11.33,1185900000000.0,19456465,12.27,66340,63420,71840,65950,10.41
474610,RF시스템즈,KOSDAQ,11.29,49400000000.0,14114220,0.0,3800,3640,0,0,10.41
100220,비상교육,KOSPI,11.28,199800000000.0,12251515,0.0,17670,16930,0,0,10.41
009410,태영건설,KOSPI,11.28,607600000000.0,297584728,0.0,2210,2120,0,0,10.41
049520,유아이엘,KOSDAQ,11.23,201400000000.0,30370586,0.0,7150,6870,0,0,10.41
121890,에스디시스템,KOSDAQ,11.22,12000000000.0,13291446,0.0,970,940,0,0,10.41
005440,현대지에프홀딩스,KOSPI,11.18,4000100000000.0,152483716,7.45,28170,27120,18770,22810,10.41
027710,팜스토리,KOSDAQ,11.16,282100000000.0,110602261,0.0,2730,2630,0,0,10.41
262840,아이퀘스트,KOSDAQ,11.15,52900000000.0,10229730,0.0,5540,5340,0,0,10.41
033240,자화전자,KOSPI,11.15,444700000000.0,20524522,11.61,23210,22370,24160,22810,10.41
352090,스톰테크,KOSDAQ,11.13,93800000000.0,26872998,0.0,3730,3600,0,0,10.41
051370,인터플렉스,KOSDAQ,11.11,310400000000.0,23327472,12.58,14200,13720,16080,14580,10.41
054800,아이디스홀딩스,KOSDAQ,11.11,371800000000.0,8713433,0.0,45540,43990,0,0,10.41
187870,디바이스,KOSDAQ,11.11,161000000000.0,13466902,0.0,12760,12320,0,0,10.41
013580,계룡건설,KOSPI,11.1,945600000000.0,8918147,0.0,113060,109260,0,0,10.41
044820,코스맥스비티아이,KOSPI,11.08,275500000000.0,9554839,0.0,30690,29690,0,0,10.41
014970,삼륭물산,KOSDAQ,11.04,57300000000.0,14825000,0.0,4100,3970,0,0,10.41
061090,세나테크놀로지,KOSDAQ,11.04,176200000000.0,5469979,6.36,34160,33110,19680,26460,10.41
114090,GKL,KOSPI,11.01,441500000000.0,61855670,10.99,7550,7330,7540,7320,10.41
451250,삐아,KOSDAQ,10.98,44400000000.0,9824377,0.0,4770,4630,0,0,10.41
000810,삼성화재,KOSPI,10.96,21257800000000.0,39828296,9.42,561940,546680,482980,510440,10.41
000500,가온전선,KOSPI,10.96,483800000000.0,16543115,0.0,30790,29950,0,0,10.41
037030,파워넷,KOSDAQ,10.93,152200000000.0,25507359,0.0,6260,6100,0,0,10.41
037350,성도이엔지,KOSDAQ,10.9,274000000000.0,14953000,0.0,19190,18720,0,0,10.41
290720,푸드나무,KOSDAQ,10.9,35000000000.0,35122142,0.0,1040,1020,0,0,10.41
024800,유성티엔에스,KOSDAQ,10.9,530500000000.0,33398928,0.0,16630,16230,0,0,10.41
285490,노바텍,KOSDAQ,10.89,158900000000.0,9701719,0.0,17130,16730,0,0,10.41
005930,삼성전자,KOSPI,10.85,424313300000000.0,5764191903,29.42,76720,75040,208040,135320,10.41
232680,라온로보틱스,KOSDAQ,10.84,35700000000.0,12806772,0.0,2900,2840,0,0,10.41
083500,에프엔에스테크,KOSDAQ,10.83,83800000000.0,7726377,20.81,11280,11050,21680,15820,10.41
012630,HDC,KOSPI,10.82,2920900000000.0,49501701,0.0,61330,60070,0,0,10.41
050890,쏠리드,KOSDAQ,10.8,352700000000.0,59923145,13.31,6110,5990,7530,6640,10.41
000370,한화손해보험,KOSPI,10.8,2669600000000.0,115620426,14.81,23950,23490,32850,27570,10.41
129890,앱코,KOSDAQ,10.8,62100000000.0,45545602,0.0,1410,1390,0,0,10.41
080010,이상네트웍스,KOSDAQ,10.8,141000000000.0,9232581,0.0,15840,15530,0,0,10.41
036570,NC,KOSPI,10.79,3364900000000.0,19473333,11.48,179100,175690,190560,180950,10.41
457550,우진엔텍,KOSDAQ,10.78,51100000000.0,9318958,0.0,5680,5570,0,0,10.41
010240,흥국,KOSDAQ,10.73,118300000000.0,11485209,0.0,10620,10450,0,0,10.41
023160,태광,KOSDAQ,10.73,624600000000.0,25867242,9.64,24890,24490,22360,23330,10.41
036640,HRS,KOSDAQ,10.72,129600000000.0,16354800,0.0,8160,8030,0,0,10.41
206640,바디텍메드,KOSDAQ,10.71,231300000000.0,21707921,0.0,10960,10800,0,0,10.41
002840,미원상사,KOSPI,10.66,416400000000.0,4495104,0.0,94860,93660,0,0,10.41
080530,코디,KOSDAQ,10.64,58700000000.0,10954664,0.0,5480,5410,0,0,10.41
054540,삼영엠텍,KOSDAQ,10.64,80200000000.0,13000000,0.0,6310,6230,0,0,10.41
128660,피제이메탈,KOSDAQ,10.63,73800000000.0,24803369,0.0,3040,3000,0,0,10.41
259960,크래프톤,KOSPI,10.6,7041400000000.0,42525298,14.08,168600,166970,223960,192380,10.41
014580,태경비케이,KOSPI,10.6,235500000000.0,27583100,0.0,8690,8610,0,0,10.41
095340,ISC,KOSDAQ,10.6,536600000000.0,21142451,20.13,25840,25590,49080,36260,10.41
196700,웹스,KOSDAQ,10.59,40400000000.0,14364144,0.0,2860,2830,0,0,10.41
322000,HD현대에너지솔루션,KOSPI,10.58,417800000000.0,11200000,17.99,37910,37580,64470,49770,10.41
003780,진양산업,KOSPI,10.57,67100000000.0,13000000,0.0,5240,5200,0,0,10.41
281820,케이씨텍,KOSPI,10.55,530200000000.0,19734079,0.0,27230,27030,0,0,10.41
263020,디케이앤디,KOSDAQ,10.53,76800000000.0,13646146,0.0,5690,5660,0,0,10.41
464280,티디에스팜,KOSDAQ,10.52,42800000000.0,5288500,0.0,8180,8130,0,0,10.41
015750,성우하이텍,KOSDAQ,10.52,1696400000000.0,79991593,0.0,21430,21310,0,0,10.41
271560,오리온,KOSPI,10.51,3808700000000.0,39528788,12.21,97280,96780,113010,104000,10.41
047810,한국항공우주,KOSPI,10.51,1830200000000.0,97475107,22.71,18960,18860,40960,28960,10.41
078150,HB테크놀러지,KOSDAQ,10.48,285100000000.0,88854618,0.0,3230,3220,0,0,10.41
005430,한국공항,KOSPI,10.46,405200000000.0,3058211,0.0,133130,132790,0,0,10.41
012750,에스원,KOSPI,10.45,1756300000000.0,33810239,10.63,52150,52040,53040,52450,10.41
131290,티에스이,KOSDAQ,10.42,391300000000.0,11061429,15.3,35410,35390,51990,43000,10.41
086450,동국제약,KOSDAQ,10.42,663700000000.0,45110727,12.64,14730,14720,17860,16160,10.41
310200,애니플러스,KOSDAQ,10.39,119600000000.0,52162836,0.0,2290,2290,0,0,10.41
009470,삼화전기,KOSPI,10.39,94000000000.0,6613820,0.0,14190,14200,0,0,10.41
337930,젝시믹스,KOSDAQ,10.37,116200000000.0,29676475,0.0,3900,3910,0,0,10.41
290740,액트로,KOSDAQ,10.37,73200000000.0,9571470,0.0,7620,7630,0,0,10.41
041830,인바디,KOSDAQ,10.37,317800000000.0,13341476,14.21,23730,23780,32520,27810,10.41
004140,동방,KOSPI,10.36,175700000000.0,47794806,0.0,3660,3670,0,0,10.41
001750,한양증권,KOSPI,10.32,581800000000.0,12728534,0.0,45310,45530,0,0,10.41
039010,현대에이치티,KOSDAQ,10.29,106800000000.0,7769000,0.0,13590,13670,0,0,10.41
035610,솔본,KOSDAQ,10.28,212600000000.0,27345997,0.0,7680,7730,0,0,10.41
005960,동부건설,KOSPI,10.28,561200000000.0,22974525,0.0,24120,24290,0,0,10.41
307950,현대오토에버,KOSPI,10.27,1847100000000.0,27423982,14.42,66450,66940,93300,79260,10.41
267250,HD현대,KOSPI,10.25,10116400000000.0,70668430,17.21,140950,142140,236660,186080,10.41
032850,비트컴퓨터,KOSDAQ,10.24,73700000000.0,15101114,0.0,4800,4840,0,0,10.41
030200,KT,KOSPI,10.22,17655700000000.0,240105151,8.35,72190,72920,58980,66850,10.41
017370,우신시스템,KOSPI,10.18,166600000000.0,15201781,13.54,10720,10850,14250,12470,10.41
001360,삼성제약,KOSPI,10.18,121000000000.0,94120296,0.0,1260,1270,0,0,10.41
136540,윈스테크넷,KOSDAQ,10.18,184800000000.0,10683798,0.0,16920,17120,0,0,10.41
097230,HJ중공업,KOSPI,10.15,669600000000.0,90289403,0.0,7230,7330,0,0,10.41
094970,제이엠티,KOSDAQ,10.13,144500000000.0,16712134,0.0,8410,8540,0,0,10.41
309960,LB인베스트먼트,KOSDAQ,10.11,127000000000.0,22995443,0.0,5360,5450,0,0,10.41
059210,메타바이오메드,KOSDAQ,10.1,124300000000.0,27171445,0.0,4440,4510,0,0,10.41
457370,한켐,KOSDAQ,10.09,59300000000.0,7858920,0.0,7310,7440,0,0,10.41
042420,네오위즈홀딩스,KOSDAQ,10.08,350300000000.0,6165190,0.0,55020,55990,0,0,10.41
002810,삼영무역,KOSPI,10.06,607300000000.0,17922858,0.0,32740,33360,0,0,10.41
237690,에스티팜,KOSDAQ,10.03,593400000000.0,20847927,15.51,27420,27990,42410,34860,10.41
251120,바이오에프디엔씨,KOSDAQ,10.03,69800000000.0,8528949,0.0,7890,8050,0,0,10.41
